chain_id,scenario_id,scenario_name,inspection_type,primary_score_item_id,secondary_score_item_ids,risk_or_hidden_danger_point,problem_statement_template,rectification_template,report_section_hint,evidence_chain,photo_points,answer_policy,default_severity,default_deduct_policy,deduct_runtime_binding,runtime_status,final_state,runtime_integration,approval_status,approval_source,approved_baseline_version
CHAIN::SCN_RADIOACTIVE_SOURCE_SECURITY::MONTHLY,SCN_RADIOACTIVE_SOURCE_SECURITY,放射源安全保卫、台账与退役去向,MONTHLY,S12,S02;S09;S13,放射源核素、活度、编码、类别和账物是否一致？；源库或暂存柜是否具备防盗、防丢失、防误照射措施？,现场核查发现【放射源安全保卫、台账与退役去向】存在风险：放射源核素、活度、编码、类别和账物是否一致？；源库或暂存柜是否具备防盗、防丢失、防误照射措施？,请依据环评、批复、许可、台账和现场事实补齐证据链：辐射安全许可证及放射源明细；放射源台账、盘点记录和领用归还记录；安防设施、应急预案和演练记录；废放射源送贮/转让/退役证明,S12;S02;S09;S13,辐射安全许可证及放射源明细；放射源台账、盘点记录和领用归还记录；安防设施、应急预案和演练记录；废放射源送贮/转让/退役证明,源库或含源设备警示标识；源库门禁、监控、双人双锁或防盗设施；放射源台账关键页；废旧源送贮或退役证明关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL::FIRST,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,放射性废物贮存、转移与处置,FIRST,S12,S07;S02;S13,放射性废物类别、核素、活度、形态、数量和贮存状态是什么？；废物包、容器、固化体和库房是否满足相应标准和许可要求？,现场核查发现【放射性废物贮存、转移与处置】存在风险：放射性废物类别、核素、活度、形态、数量和贮存状态是什么？；废物包、容器、固化体和库房是否满足相应标准和许可要求？,请依据环评、批复、许可、台账和现场事实补齐证据链：放射性废物台账和分类记录；废物包/容器/固化体检测或鉴定资料；废物库许可、运行管理记录和监测记录；转移、送贮、处置或退役证明；场址或库区辐射监测资料,S12;S07;S02;S13,放射性废物台账和分类记录；废物包/容器/固化体检测或鉴定资料；废物库许可、运行管理记录和监测记录；转移、送贮、处置或退役证明；场址或库区辐射监测资料,放射性废物库外部和警示标识；废物包/容器标签和暂存区域；监测设备或监测记录关键页；转移/送贮/处置证明关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL::MONTHLY,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,放射性废物贮存、转移与处置,MONTHLY,S12,S07;S02;S13,放射性废物类别、核素、活度、形态、数量和贮存状态是什么？；废物包、容器、固化体和库房是否满足相应标准和许可要求？,现场核查发现【放射性废物贮存、转移与处置】存在风险：放射性废物类别、核素、活度、形态、数量和贮存状态是什么？；废物包、容器、固化体和库房是否满足相应标准和许可要求？,请依据环评、批复、许可、台账和现场事实补齐证据链：放射性废物台账和分类记录；废物包/容器/固化体检测或鉴定资料；废物库许可、运行管理记录和监测记录；转移、送贮、处置或退役证明；场址或库区辐射监测资料,S12;S07;S02;S13,放射性废物台账和分类记录；废物包/容器/固化体检测或鉴定资料；废物库许可、运行管理记录和监测记录；转移、送贮、处置或退役证明；场址或库区辐射监测资料,放射性废物库外部和警示标识；废物包/容器标签和暂存区域；监测设备或监测记录关键页；转移/送贮/处置证明关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_RADIOACTIVE_MATERIAL_TRANSPORT::FIRST,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,放射性物品运输与运输容器安全,FIRST,S12,S02;S13;S09,运输物品类别、包装类型、运输容器和许可资质是否匹配？；运输容器提升装置、栓系装置、防脆性断裂设计或检验证据是否齐全？,现场核查发现【放射性物品运输与运输容器安全】存在风险：运输物品类别、包装类型、运输容器和许可资质是否匹配？；运输容器提升装置、栓系装置、防脆性断裂设计或检验证据是否齐全？,请依据环评、批复、许可、台账和现场事实补齐证据链：放射性物品运输许可或备案资料；运输容器合格证明、设计/检验资料；运输交接、托运、承运记录；车辆、人员培训和应急资料,S12;S02;S13;S09,放射性物品运输许可或备案资料；运输容器合格证明、设计/检验资料；运输交接、托运、承运记录；车辆、人员培训和应急资料,运输容器外观、标识和编号；车辆、栓系/提升装置和警示标识；运输许可或交接记录关键页；应急物资和运输方案关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_RADIOACTIVE_MATERIAL_TRANSPORT::MONTHLY,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,放射性物品运输与运输容器安全,MONTHLY,S12,S02;S13;S09,运输物品类别、包装类型、运输容器和许可资质是否匹配？；运输容器提升装置、栓系装置、防脆性断裂设计或检验证据是否齐全？,现场核查发现【放射性物品运输与运输容器安全】存在风险：运输物品类别、包装类型、运输容器和许可资质是否匹配？；运输容器提升装置、栓系装置、防脆性断裂设计或检验证据是否齐全？,请依据环评、批复、许可、台账和现场事实补齐证据链：放射性物品运输许可或备案资料；运输容器合格证明、设计/检验资料；运输交接、托运、承运记录；车辆、人员培训和应急资料,S12;S02;S13;S09,放射性物品运输许可或备案资料；运输容器合格证明、设计/检验资料；运输交接、托运、承运记录；车辆、人员培训和应急资料,运输容器外观、标识和编号；车辆、栓系/提升装置和警示标识；运输许可或交接记录关键页；应急物资和运输方案关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE::FIRST,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,含天然放射性工业废渣与建材放射性控制,FIRST,S12,S07;S10;S04;S02,是否使用或产生含天然放射性物料、矿冶废物或工业废渣？；工业废渣用于建材或外售时是否有放射性检测和去向证明？,现场核查发现【含天然放射性工业废渣与建材放射性控制】存在风险：是否使用或产生含天然放射性物料、矿冶废物或工业废渣？；工业废渣用于建材或外售时是否有放射性检测和去向证明？,请依据环评、批复、许可、台账和现场事实补齐证据链：原料/废渣成分和放射性检测报告；工业废渣利用、外售或处置去向证明；矿冶废物管理资料和场址监测记录；建材产品放射性控制资料,S12;S07;S10;S04;S02,原料/废渣成分和放射性检测报告；工业废渣利用、外售或处置去向证明；矿冶废物管理资料和场址监测记录；建材产品放射性控制资料,工业废渣堆场、贮存点或建材原料区；放射性检测报告关键页；废渣外售/利用合同或台账关键页；场址土壤调查或监测点位,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE::MONTHLY,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,含天然放射性工业废渣与建材放射性控制,MONTHLY,S12,S07;S10;S04;S02,是否使用或产生含天然放射性物料、矿冶废物或工业废渣？；工业废渣用于建材或外售时是否有放射性检测和去向证明？,现场核查发现【含天然放射性工业废渣与建材放射性控制】存在风险：是否使用或产生含天然放射性物料、矿冶废物或工业废渣？；工业废渣用于建材或外售时是否有放射性检测和去向证明？,请依据环评、批复、许可、台账和现场事实补齐证据链：原料/废渣成分和放射性检测报告；工业废渣利用、外售或处置去向证明；矿冶废物管理资料和场址监测记录；建材产品放射性控制资料,S12;S07;S10;S04;S02,原料/废渣成分和放射性检测报告；工业废渣利用、外售或处置去向证明；矿冶废物管理资料和场址监测记录；建材产品放射性控制资料,工业废渣堆场、贮存点或建材原料区；放射性检测报告关键页；废渣外售/利用合同或台账关键页；场址土壤调查或监测点位,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_URANIUM_THORIUM_MINING_RAD_WASTE::FIRST,SCN_URANIUM_THORIUM_MINING_RAD_WASTE,铀钍矿冶放射性废物与尾矿风险,FIRST,S12,S10;S04;S13;S02,矿种、工艺和废物是否涉及铀、钍或放射性金属？；尾矿库、废石场、渗滤液和辐射监测是否纳入管理？,现场核查发现【铀钍矿冶放射性废物与尾矿风险】存在风险：矿种、工艺和废物是否涉及铀、钍或放射性金属？；尾矿库、废石场、渗滤液和辐射监测是否纳入管理？,请依据环评、批复、许可、台账和现场事实补齐证据链：采选/矿冶环评和批复；放射性废物管理方案；尾矿库/废石场资料；辐射环境监测报告；废物去向和应急资料,S12;S10;S04;S13;S02,采选/矿冶环评和批复；放射性废物管理方案；尾矿库/废石场资料；辐射环境监测报告；废物去向和应急资料,矿冶废物暂存或尾矿设施；监测点位和警示标识；渗滤液或废水处理设施；监测报告关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_URANIUM_THORIUM_MINING_RAD_WASTE::MONTHLY,SCN_URANIUM_THORIUM_MINING_RAD_WASTE,铀钍矿冶放射性废物与尾矿风险,MONTHLY,S12,S10;S04;S13;S02,矿种、工艺和废物是否涉及铀、钍或放射性金属？；尾矿库、废石场、渗滤液和辐射监测是否纳入管理？,现场核查发现【铀钍矿冶放射性废物与尾矿风险】存在风险：矿种、工艺和废物是否涉及铀、钍或放射性金属？；尾矿库、废石场、渗滤液和辐射监测是否纳入管理？,请依据环评、批复、许可、台账和现场事实补齐证据链：采选/矿冶环评和批复；放射性废物管理方案；尾矿库/废石场资料；辐射环境监测报告；废物去向和应急资料,S12;S10;S04;S13;S02,采选/矿冶环评和批复；放射性废物管理方案；尾矿库/废石场资料；辐射环境监测报告；废物去向和应急资料,矿冶废物暂存或尾矿设施；监测点位和警示标识；渗滤液或废水处理设施；监测报告关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_NUCLEAR_FUEL_EFFLUENT_DECOMMISSIONING::FIRST,SCN_NUCLEAR_FUEL_EFFLUENT_DECOMMISSIONING,核燃料循环流出物与核设施退役场址,FIRST,S12,S10;S04;S02,核燃料循环设施、流出物排放和监测点是否明确？；退役方案、场址调查和土壤残留放射性控制是否有监管批复？,现场核查发现【核燃料循环流出物与核设施退役场址】存在风险：核燃料循环设施、流出物排放和监测点是否明确？；退役方案、场址调查和土壤残留放射性控制是否有监管批复？,请依据环评、批复、许可、台账和现场事实补齐证据链：核设施/核燃料加工许可或环评；放射性流出物监测报告；退役方案和监管批复；场址调查/土壤检测资料；排放和监测台账,S12;S10;S04;S02,核设施/核燃料加工许可或环评；放射性流出物监测报告；退役方案和监管批复；场址调查/土壤检测资料；排放和监测台账,排放/监测点标识；监测报告关键页；退役区域边界；土壤采样或监测布点图；台账关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_NUCLEAR_FUEL_EFFLUENT_DECOMMISSIONING::MONTHLY,SCN_NUCLEAR_FUEL_EFFLUENT_DECOMMISSIONING,核燃料循环流出物与核设施退役场址,MONTHLY,S12,S10;S04;S02,核燃料循环设施、流出物排放和监测点是否明确？；退役方案、场址调查和土壤残留放射性控制是否有监管批复？,现场核查发现【核燃料循环流出物与核设施退役场址】存在风险：核燃料循环设施、流出物排放和监测点是否明确？；退役方案、场址调查和土壤残留放射性控制是否有监管批复？,请依据环评、批复、许可、台账和现场事实补齐证据链：核设施/核燃料加工许可或环评；放射性流出物监测报告；退役方案和监管批复；场址调查/土壤检测资料；排放和监测台账,S12;S10;S04;S02,核设施/核燃料加工许可或环评；放射性流出物监测报告；退役方案和监管批复；场址调查/土壤检测资料；排放和监测台账,排放/监测点标识；监测报告关键页；退役区域边界；土壤采样或监测布点图；台账关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_BUILDING_MATERIAL_SLAG_RADIONUCLIDE::FIRST,SCN_BUILDING_MATERIAL_SLAG_RADIONUCLIDE,建材工业废渣放射性物质限制,FIRST,S12,S07;S02,是否使用工业废渣作为建材原料，来源和批次是什么？；原料和产品是否有放射性物质检测报告？,现场核查发现【建材工业废渣放射性物质限制】存在风险：是否使用工业废渣作为建材原料，来源和批次是什么？；原料和产品是否有放射性物质检测报告？,请依据环评、批复、许可、台账和现场事实补齐证据链：原料来源和工业废渣成分证明；原料/产品放射性检测报告；配料和批次台账；供应商证明和产品去向,S12;S07;S02,原料来源和工业废渣成分证明；原料/产品放射性检测报告；配料和批次台账；供应商证明和产品去向,工业废渣原料堆场；原料标签或来源单据；检测报告关键页；配料记录；成品批次标识,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::SCN_BUILDING_MATERIAL_SLAG_RADIONUCLIDE::MONTHLY,SCN_BUILDING_MATERIAL_SLAG_RADIONUCLIDE,建材工业废渣放射性物质限制,MONTHLY,S12,S07;S02,是否使用工业废渣作为建材原料，来源和批次是什么？；原料和产品是否有放射性物质检测报告？,现场核查发现【建材工业废渣放射性物质限制】存在风险：是否使用工业废渣作为建材原料，来源和批次是什么？；原料和产品是否有放射性物质检测报告？,请依据环评、批复、许可、台账和现场事实补齐证据链：原料来源和工业废渣成分证明；原料/产品放射性检测报告；配料和批次台账；供应商证明和产品去向,S12;S07;S02,原料来源和工业废渣成分证明；原料/产品放射性检测报告；配料和批次台账；供应商证明和产品去向,工业废渣原料堆场；原料标签或来源单据；检测报告关键页；配料记录；成品批次标识,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::NEW_SCN_LAB_WASTE_CANDIDATE::FIRST,NEW_SCN_LAB_WASTE_CANDIDATE,实验室废液与检测试剂危废候选场景,FIRST,S07,S02;S09;S13,现场是否设置实验室或化验室，是否涉及样品前处理和化学试剂使用？；实验废液、废试剂瓶是否分类收集，标签、危废代码和去向是否完整？,现场核查发现【实验室废液与检测试剂危废候选】存在风险：现场是否设置实验室或化验室，是否涉及样品前处理和化学试剂使用？；实验废液、废试剂瓶是否分类收集，标签、危废代码和去向是否完整？,请依据环评、批复、许可、台账和现场事实补齐证据链：实验室平面图或环评实验室章节；试剂清单和废液产生记录；废液收集桶标签和危废代码；危废台账、合同、转移联单或去向证明；应急吸附物资和泄漏处置记录,S07;S02;S09;S13,实验室平面图或环评实验室章节；试剂清单和废液产生记录；废液收集桶标签和危废代码；危废台账、合同、转移联单或去向证明；应急吸附物资和泄漏处置记录,实验室操作台和试剂柜；废液桶标签和分类收集区域；危废暂存间实验废液分区；危废台账或转移联单关键页；应急吸附物资,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::NEW_SCN_LAB_WASTE_CANDIDATE::MONTHLY,NEW_SCN_LAB_WASTE_CANDIDATE,实验室废液与检测试剂危废候选场景,MONTHLY,S07,S02;S09;S13,现场是否设置实验室或化验室，是否涉及样品前处理和化学试剂使用？；实验废液、废试剂瓶是否分类收集，标签、危废代码和去向是否完整？,现场核查发现【实验室废液与检测试剂危废候选】存在风险：现场是否设置实验室或化验室，是否涉及样品前处理和化学试剂使用？；实验废液、废试剂瓶是否分类收集，标签、危废代码和去向是否完整？,请依据环评、批复、许可、台账和现场事实补齐证据链：实验室平面图或环评实验室章节；试剂清单和废液产生记录；废液收集桶标签和危废代码；危废台账、合同、转移联单或去向证明；应急吸附物资和泄漏处置记录,S07;S02;S09;S13,实验室平面图或环评实验室章节；试剂清单和废液产生记录；废液收集桶标签和危废代码；危废台账、合同、转移联单或去向证明；应急吸附物资和泄漏处置记录,实验室操作台和试剂柜；废液桶标签和分类收集区域；危废暂存间实验废液分区；危废台账或转移联单关键页；应急吸附物资,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::NEW_SCN_TAILINGS_CANDIDATE::FIRST,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,FIRST,S13,S10;S04;S02,是否存在尾矿库、尾矿坝、排洪系统或回水池，是否与环评/安全评价一致？；尾矿渗滤液、回水和事故水如何收集、处理和监测？,现场核查发现【尾矿库、尾矿输送与回水渗滤液候选】存在风险：是否存在尾矿库、尾矿坝、排洪系统或回水池，是否与环评/安全评价一致？；尾矿渗滤液、回水和事故水如何收集、处理和监测？,请依据环评、批复、许可、台账和现场事实补齐证据链：尾矿库环评章节或安全评价文件；库区平面图和尾矿输送/回水工艺说明；回水、渗滤液处理和监测记录；尾矿库巡检、隐患整改和应急预案；外运处置合同和台账（如无库区）,S13;S10;S04;S02,尾矿库环评章节或安全评价文件；库区平面图和尾矿输送/回水工艺说明；回水、渗滤液处理和监测记录；尾矿库巡检、隐患整改和应急预案；外运处置合同和台账（如无库区）,尾矿坝和库区边界；排洪系统和回水池；渗滤液收集或处理设施；在线监测或巡检记录关键页；下游敏感方向和应急物资,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::NEW_SCN_TAILINGS_CANDIDATE::MONTHLY,NEW_SCN_TAILINGS_CANDIDATE,尾矿库、尾矿输送与回水渗滤液候选场景,MONTHLY,S13,S10;S04;S02,是否存在尾矿库、尾矿坝、排洪系统或回水池，是否与环评/安全评价一致？；尾矿渗滤液、回水和事故水如何收集、处理和监测？,现场核查发现【尾矿库、尾矿输送与回水渗滤液候选】存在风险：是否存在尾矿库、尾矿坝、排洪系统或回水池，是否与环评/安全评价一致？；尾矿渗滤液、回水和事故水如何收集、处理和监测？,请依据环评、批复、许可、台账和现场事实补齐证据链：尾矿库环评章节或安全评价文件；库区平面图和尾矿输送/回水工艺说明；回水、渗滤液处理和监测记录；尾矿库巡检、隐患整改和应急预案；外运处置合同和台账（如无库区）,S13;S10;S04;S02,尾矿库环评章节或安全评价文件；库区平面图和尾矿输送/回水工艺说明；回水、渗滤液处理和监测记录；尾矿库巡检、隐患整改和应急预案；外运处置合同和台账（如无库区）,尾矿坝和库区边界；排洪系统和回水池；渗滤液收集或处理设施；在线监测或巡检记录关键页；下游敏感方向和应急物资,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::NEW_SCN_WASTE_DISPOSAL_CANDIDATE::FIRST,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,FIRST,S10,S06;S07;S02;S13,企业是否实际从事垃圾焚烧、填埋或渗滤液处理，设施边界如何确定？；烟气净化、渗滤液处理、飞灰暂存和在线监测是否运行并留痕？,现场核查发现【垃圾焚烧、填埋与渗滤液飞灰候选】存在风险：企业是否实际从事垃圾焚烧、填埋或渗滤液处理，设施边界如何确定？；烟气净化、渗滤液处理、飞灰暂存和在线监测是否运行并留痕？,请依据环评、批复、许可、台账和现场事实补齐证据链：环评处置工艺和排污许可副本；烟气净化设施运行记录；渗滤液处理站运行和监测记录；飞灰危废去向、合同和转移联单；在线监测联网、运维和异常记录,S10;S06;S07;S02;S13,环评处置工艺和排污许可副本；烟气净化设施运行记录；渗滤液处理站运行和监测记录；飞灰危废去向、合同和转移联单；在线监测联网、运维和异常记录,焚烧炉或填埋作业区；烟气净化设施和排气筒；渗滤液处理站；飞灰暂存间和标签；在线监测站房和数据记录关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
CHAIN::NEW_SCN_WASTE_DISPOSAL_CANDIDATE::MONTHLY,NEW_SCN_WASTE_DISPOSAL_CANDIDATE,垃圾焚烧、填埋与渗滤液飞灰候选场景,MONTHLY,S10,S06;S07;S02;S13,企业是否实际从事垃圾焚烧、填埋或渗滤液处理，设施边界如何确定？；烟气净化、渗滤液处理、飞灰暂存和在线监测是否运行并留痕？,现场核查发现【垃圾焚烧、填埋与渗滤液飞灰候选】存在风险：企业是否实际从事垃圾焚烧、填埋或渗滤液处理，设施边界如何确定？；烟气净化、渗滤液处理、飞灰暂存和在线监测是否运行并留痕？,请依据环评、批复、许可、台账和现场事实补齐证据链：环评处置工艺和排污许可副本；烟气净化设施运行记录；渗滤液处理站运行和监测记录；飞灰危废去向、合同和转移联单；在线监测联网、运维和异常记录,S10;S06;S07;S02;S13,环评处置工艺和排污许可副本；烟气净化设施运行记录；渗滤液处理站运行和监测记录；飞灰危废去向、合同和转移联单；在线监测联网、运维和异常记录,焚烧炉或填埋作业区；烟气净化设施和排气筒；渗滤液处理站；飞灰暂存间和标签；在线监测站房和数据记录关键页,"[""PASS"",""FAIL"",""NA"",""NEED_CONFIRM""]",NEED_CONFIRM,USE_ECOCHECK_SCORE13_DEDUCT_RULE_POLICY,EcoCheck existing score item / deduct-rule mapping must decide numeric deduct value,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
