show_if_rule_id,scenario_id,scenario_name,inspection_type,template_section,template_subsection,primary_score_item_id,secondary_score_item_ids,show_if_keys,show_if_condition_json,applicable_when,not_applicable_when,confirmation_questions,source_inspection_candidate,source_basis,runtime_status,final_state,runtime_integration,approval_status,approval_source,approved_baseline_version
SHOWIF::SCN_NOISE_SOURCE_BOUNDARY_CONTROL::FIRST,SCN_NOISE_SOURCE_BOUNDARY_CONTROL,工业企业噪声源与厂界噪声控制,FIRST,KNOWLEDGE_NOISE,工业企业噪声源与厂界噪声控制,S10,S04;S02;S06,profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active;profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在生产加工设备、动力设备、风机泵类、破碎粉磨、切割冲压、冷却塔或其他明显噪声源；环评、排污许可、工业噪声技术规范或监测报告中出现厂界噪声、噪声源、隔声、减振、消声等要求,仅办公、贸易、仓储且无固定噪声源或夜间生产活动；现场确认无生产设备、无动力设备、无厂界噪声管理要求,主要噪声源设备有哪些，是否与环评/许可一致？；是否有隔声、减振、消声、距离衰减或厂房封闭措施？；厂界噪声监测点位、昼夜生产时段和监测结果是否完整？；是否存在夜间生产、投诉、周边敏感点或超标整改记录？,SCN_NOISE_SOURCE_BOUNDARY_CONTROL:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_SOURCE_BOUNDARY_CONTROL::MONTHLY,SCN_NOISE_SOURCE_BOUNDARY_CONTROL,工业企业噪声源与厂界噪声控制,MONTHLY,KNOWLEDGE_NOISE,工业企业噪声源与厂界噪声控制,S10,S04;S02;S06,profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active;profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_SOURCE_BOUNDARY_CONTROL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在生产加工设备、动力设备、风机泵类、破碎粉磨、切割冲压、冷却塔或其他明显噪声源；环评、排污许可、工业噪声技术规范或监测报告中出现厂界噪声、噪声源、隔声、减振、消声等要求,仅办公、贸易、仓储且无固定噪声源或夜间生产活动；现场确认无生产设备、无动力设备、无厂界噪声管理要求,主要噪声源设备有哪些，是否与环评/许可一致？；是否有隔声、减振、消声、距离衰减或厂房封闭措施？；厂界噪声监测点位、昼夜生产时段和监测结果是否完整？；是否存在夜间生产、投诉、周边敏感点或超标整改记录？,SCN_NOISE_SOURCE_BOUNDARY_CONTROL:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_BOUNDARY_MONITORING_LEDGER::FIRST,SCN_NOISE_BOUNDARY_MONITORING_LEDGER,厂界噪声监测、执行标准与台账,FIRST,KNOWLEDGE_NOISE,厂界噪声监测、执行标准与台账,S10,S02;S01,profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.active;profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",环评、排污许可、自行监测方案或监测报告要求厂界噪声监测；存在昼夜生产、连续生产、厂界功能区类别或GB 12348执行标准判定,无厂界噪声管理要求且仅需现场噪声源初筛；社会生活噪声场景应使用SCN_SOCIAL_LIFE_NOISE_SOURCE，不混用工业厂界标准,厂界噪声执行标准、功能区类别和昼夜限值如何确定？；自行监测方案、点位图、频次和监测报告是否完整？；是否存在超标、异常、投诉或整改闭环？,SCN_NOISE_BOUNDARY_MONITORING_LEDGER:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_BOUNDARY_MONITORING_LEDGER::MONTHLY,SCN_NOISE_BOUNDARY_MONITORING_LEDGER,厂界噪声监测、执行标准与台账,MONTHLY,KNOWLEDGE_NOISE,厂界噪声监测、执行标准与台账,S10,S02;S01,profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.active;profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_BOUNDARY_MONITORING_LEDGER.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",环评、排污许可、自行监测方案或监测报告要求厂界噪声监测；存在昼夜生产、连续生产、厂界功能区类别或GB 12348执行标准判定,无厂界噪声管理要求且仅需现场噪声源初筛；社会生活噪声场景应使用SCN_SOCIAL_LIFE_NOISE_SOURCE，不混用工业厂界标准,厂界噪声执行标准、功能区类别和昼夜限值如何确定？；自行监测方案、点位图、频次和监测报告是否完整？；是否存在超标、异常、投诉或整改闭环？,SCN_NOISE_BOUNDARY_MONITORING_LEDGER:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION::FIRST,SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION,夜间生产、敏感点与噪声投诉风险,FIRST,KNOWLEDGE_NOISE,夜间生产、敏感点与噪声投诉风险,S10,S04;S11;S13,profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.active;profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在夜间生产、连续生产或靠近居民、学校、医院、养老机构等声环境敏感点；存在噪声投诉、夜间监测、限产整改、厂界超标或环评敏感点预测,昼间单班生产、远离敏感目标且无投诉或夜间运行证据；仅道路、铁路、航空或施工噪声且非本企业固定源管理对象,企业是否夜间生产或连续运行？；最近敏感点距离、方向和功能是什么？；是否有投诉、夜间监测、限时运行或整改记录？,SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION::MONTHLY,SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION,夜间生产、敏感点与噪声投诉风险,MONTHLY,KNOWLEDGE_NOISE,夜间生产、敏感点与噪声投诉风险,S10,S04;S11;S13,profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.active;profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在夜间生产、连续生产或靠近居民、学校、医院、养老机构等声环境敏感点；存在噪声投诉、夜间监测、限产整改、厂界超标或环评敏感点预测,昼间单班生产、远离敏感目标且无投诉或夜间运行证据；仅道路、铁路、航空或施工噪声且非本企业固定源管理对象,企业是否夜间生产或连续运行？；最近敏感点距离、方向和功能是什么？；是否有投诉、夜间监测、限时运行或整改记录？,SCN_NOISE_SENSITIVE_RECEPTOR_NIGHT_OPERATION:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_SOCIAL_LIFE_NOISE_SOURCE::FIRST,SCN_SOCIAL_LIFE_NOISE_SOURCE,社会生活噪声与经营活动噪声源,FIRST,KNOWLEDGE_NOISE,社会生活噪声与经营活动噪声源,S10,S04;S11,profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.active;profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在商业经营、餐饮娱乐、扩声、装卸、冷却塔/空调外机等社会生活噪声源；周边存在居民、学校、医院等声环境敏感目标或投诉记录,非经营活动场所且无固定社会生活噪声源；设备停用或拆除并有现场和台账证据,是否存在扩声、装卸、空调外机、冷却塔或夜间经营活动？；周边最近敏感点距离和方向是什么？；是否有投诉、整改、限时经营或降噪措施？,SCN_SOCIAL_LIFE_NOISE_SOURCE:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_SOCIAL_LIFE_NOISE_SOURCE::MONTHLY,SCN_SOCIAL_LIFE_NOISE_SOURCE,社会生活噪声与经营活动噪声源,MONTHLY,KNOWLEDGE_NOISE,社会生活噪声与经营活动噪声源,S10,S04;S11,profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.active;profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_SOCIAL_LIFE_NOISE_SOURCE.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在商业经营、餐饮娱乐、扩声、装卸、冷却塔/空调外机等社会生活噪声源；周边存在居民、学校、医院等声环境敏感目标或投诉记录,非经营活动场所且无固定社会生活噪声源；设备停用或拆除并有现场和台账证据,是否存在扩声、装卸、空调外机、冷却塔或夜间经营活动？；周边最近敏感点距离和方向是什么？；是否有投诉、整改、限时经营或降噪措施？,SCN_SOCIAL_LIFE_NOISE_SOURCE:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIATION_DEVICE_SOURCE_SAFETY::FIRST,SCN_RADIATION_DEVICE_SOURCE_SAFETY,射线装置与核技术利用辐射安全,FIRST,KNOWLEDGE_RADIATION,射线装置与核技术利用辐射安全,S12,S01;S02;S09;S13,profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.active;profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在射线装置、放射诊疗、工业探伤、辐照、核技术利用项目或辐射安全许可证；环评、许可、设备清单或现场标识中出现射线装置、放射源、辐射安全、防护检测等信息,无射线装置、无放射源、无核技术利用活动且有设备清单或现场证明；相关检测/诊疗/探伤全部外协且本场所不贮存设备或源项,是否持有辐射安全许可证或放射诊疗许可，许可范围与设备清单是否一致？；射线装置类别、数量、安装位置和使用状态是什么？；机房屏蔽、防护检测、警示标识、个人剂量和培训记录是否齐全？,SCN_RADIATION_DEVICE_SOURCE_SAFETY:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIATION_DEVICE_SOURCE_SAFETY::MONTHLY,SCN_RADIATION_DEVICE_SOURCE_SAFETY,射线装置与核技术利用辐射安全,MONTHLY,KNOWLEDGE_RADIATION,射线装置与核技术利用辐射安全,S12,S01;S02;S09;S13,profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.active;profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIATION_DEVICE_SOURCE_SAFETY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在射线装置、放射诊疗、工业探伤、辐照、核技术利用项目或辐射安全许可证；环评、许可、设备清单或现场标识中出现射线装置、放射源、辐射安全、防护检测等信息,无射线装置、无放射源、无核技术利用活动且有设备清单或现场证明；相关检测/诊疗/探伤全部外协且本场所不贮存设备或源项,是否持有辐射安全许可证或放射诊疗许可，许可范围与设备清单是否一致？；射线装置类别、数量、安装位置和使用状态是什么？；机房屏蔽、防护检测、警示标识、个人剂量和培训记录是否齐全？,SCN_RADIATION_DEVICE_SOURCE_SAFETY:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER::FIRST,SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER,放射性废物包、固化体与高完整性容器,FIRST,KNOWLEDGE_RADIATION,放射性废物包、固化体与高完整性容器,S12,S07;S02,profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.active;profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在低中水平放射性废物固化、包装、容器使用、废物包鉴定或交接；资料中出现水泥固化体、废物包、球墨铸铁/混凝土/交联高密度聚乙烯高完整性容器,普通危废包装桶、医废周转箱、一般固废压缩打包不得触发；无放射性废物包装、固化、鉴定或容器使用活动,废物包编号、核素、活度、形态、包装日期和去向是否闭环？；固化体性能检测、容器合格证明和包装记录是否齐全？；废物包暂存分区和标签是否与台账一致？,SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
