show_if_rule_id,scenario_id,scenario_name,inspection_type,template_section,template_subsection,primary_score_item_id,secondary_score_item_ids,show_if_keys,show_if_condition_json,applicable_when,not_applicable_when,confirmation_questions,source_inspection_candidate,source_basis,runtime_status,final_state,runtime_integration,approval_status,approval_source,approved_baseline_version
SHOWIF::SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER::MONTHLY,SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER,放射性废物包、固化体与高完整性容器,MONTHLY,KNOWLEDGE_RADIATION,放射性废物包、固化体与高完整性容器,S12,S07;S02,profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.active;profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在低中水平放射性废物固化、包装、容器使用、废物包鉴定或交接；资料中出现水泥固化体、废物包、球墨铸铁/混凝土/交联高密度聚乙烯高完整性容器,普通危废包装桶、医废周转箱、一般固废压缩打包不得触发；无放射性废物包装、固化、鉴定或容器使用活动,废物包编号、核素、活度、形态、包装日期和去向是否闭环？；固化体性能检测、容器合格证明和包装记录是否齐全？；废物包暂存分区和标签是否与台账一致？,SCN_RAD_WASTE_PACKAGE_SOLIDIFICATION_CONTAINER:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RAD_WASTE_DISPOSAL_FACILITY::FIRST,SCN_RAD_WASTE_DISPOSAL_FACILITY,放射性废物处置设施与场址管理,FIRST,KNOWLEDGE_RADIATION,放射性废物处置设施与场址管理,S12,S13;S02;S04,profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.active;profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在近地表处置、岩洞处置、废放射源近地表处置或处置设施选址/建造/运行证据；资料中出现处置许可证、环境影响报告书、接收台账、监测井或封场运行记录,普通填埋场、危废填埋、生活垃圾填埋不得因固废处置默认触发；无放射性废物处置设施、无接收或处置活动,处置设施许可、选址、设计、建造和运行文件是否齐全？；接收、暂存、处置、环境监测和封场记录是否闭环？；监测井、排水/渗漏控制和周边环境监测是否符合要求？,SCN_RAD_WASTE_DISPOSAL_FACILITY:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RAD_WASTE_DISPOSAL_FACILITY::MONTHLY,SCN_RAD_WASTE_DISPOSAL_FACILITY,放射性废物处置设施与场址管理,MONTHLY,KNOWLEDGE_RADIATION,放射性废物处置设施与场址管理,S12,S13;S02;S04,profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.active;profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RAD_WASTE_DISPOSAL_FACILITY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在近地表处置、岩洞处置、废放射源近地表处置或处置设施选址/建造/运行证据；资料中出现处置许可证、环境影响报告书、接收台账、监测井或封场运行记录,普通填埋场、危废填埋、生活垃圾填埋不得因固废处置默认触发；无放射性废物处置设施、无接收或处置活动,处置设施许可、选址、设计、建造和运行文件是否齐全？；接收、暂存、处置、环境监测和封场记录是否闭环？；监测井、排水/渗漏控制和周边环境监测是否符合要求？,SCN_RAD_WASTE_DISPOSAL_FACILITY:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIOACTIVE_SOURCE_SECURITY::FIRST,SCN_RADIOACTIVE_SOURCE_SECURITY,放射源安全保卫、台账与退役去向,FIRST,KNOWLEDGE_RADIATION,放射源安全保卫、台账与退役去向,S12,S02;S09;S13,profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.active;profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在密封放射源、废放射源、源库、含源仪表、料位计、测厚仪等源项；许可或台账中出现放射源编码、核素、活度、贮存、送贮、退役等信息,无放射源且仅使用非含源射线装置；历史放射源已依法退役/送贮并有闭环证明,放射源核素、活度、编码、类别和账物是否一致？；源库或暂存柜是否具备防盗、防丢失、防误照射措施？；废旧源、退役源是否有送贮、转让或处置闭环？,SCN_RADIOACTIVE_SOURCE_SECURITY:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIOACTIVE_SOURCE_SECURITY::MONTHLY,SCN_RADIOACTIVE_SOURCE_SECURITY,放射源安全保卫、台账与退役去向,MONTHLY,KNOWLEDGE_RADIATION,放射源安全保卫、台账与退役去向,S12,S02;S09;S13,profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.active;profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_SOURCE_SECURITY.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在密封放射源、废放射源、源库、含源仪表、料位计、测厚仪等源项；许可或台账中出现放射源编码、核素、活度、贮存、送贮、退役等信息,无放射源且仅使用非含源射线装置；历史放射源已依法退役/送贮并有闭环证明,放射源核素、活度、编码、类别和账物是否一致？；源库或暂存柜是否具备防盗、防丢失、防误照射措施？；废旧源、退役源是否有送贮、转让或处置闭环？,SCN_RADIOACTIVE_SOURCE_SECURITY:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL::FIRST,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,放射性废物贮存、转移与处置,FIRST,KNOWLEDGE_RADIATION,放射性废物贮存、转移与处置,S12,S07;S02;S13,profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.active;profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在放射性废物产生、贮存、固化、包装、运输、处置或废物库运行管理活动；资料中出现低中水平放射性废物、废物包、固化体、废物库、处置设施等词汇,无放射性废物产生、无源项且无放射性废物贮存/转移/处置活动；仅一般危废或医废，不涉及放射性核素或放射性污染控制要求,放射性废物类别、核素、活度、形态、数量和贮存状态是什么？；废物包、容器、固化体和库房是否满足相应标准和许可要求？；转移、送贮、处置、退役或场址土壤残留控制是否有闭环证据？,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL::MONTHLY,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,放射性废物贮存、转移与处置,MONTHLY,KNOWLEDGE_RADIATION,放射性废物贮存、转移与处置,S12,S07;S02;S13,profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.active;profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在放射性废物产生、贮存、固化、包装、运输、处置或废物库运行管理活动；资料中出现低中水平放射性废物、废物包、固化体、废物库、处置设施等词汇,无放射性废物产生、无源项且无放射性废物贮存/转移/处置活动；仅一般危废或医废，不涉及放射性核素或放射性污染控制要求,放射性废物类别、核素、活度、形态、数量和贮存状态是什么？；废物包、容器、固化体和库房是否满足相应标准和许可要求？；转移、送贮、处置、退役或场址土壤残留控制是否有闭环证据？,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIOACTIVE_MATERIAL_TRANSPORT::FIRST,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,放射性物品运输与运输容器安全,FIRST,KNOWLEDGE_RADIATION,放射性物品运输与运输容器安全,S12,S02;S13;S09,profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.active;profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在放射性物品运输、托运、承运、运输容器设计/使用或运输许可活动；资料中出现放射性物品运输、运输容器、包装等级、栓系、提升、运输许可等信息,不从事放射性物品运输、托运、承运或运输容器相关活动；仅普通危化品或一般货物运输，不涉及放射性物品,运输物品类别、包装类型、运输容器和许可资质是否匹配？；运输容器提升装置、栓系装置、防脆性断裂设计或检验证据是否齐全？；运输应急方案、车辆、人员培训和交接记录是否闭环？,SCN_RADIOACTIVE_MATERIAL_TRANSPORT:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_RADIOACTIVE_MATERIAL_TRANSPORT::MONTHLY,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,放射性物品运输与运输容器安全,MONTHLY,KNOWLEDGE_RADIATION,放射性物品运输与运输容器安全,S12,S02;S13;S09,profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.active;profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_RADIOACTIVE_MATERIAL_TRANSPORT.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",存在放射性物品运输、托运、承运、运输容器设计/使用或运输许可活动；资料中出现放射性物品运输、运输容器、包装等级、栓系、提升、运输许可等信息,不从事放射性物品运输、托运、承运或运输容器相关活动；仅普通危化品或一般货物运输，不涉及放射性物品,运输物品类别、包装类型、运输容器和许可资质是否匹配？；运输容器提升装置、栓系装置、防脆性断裂设计或检验证据是否齐全？；运输应急方案、车辆、人员培训和交接记录是否闭环？,SCN_RADIOACTIVE_MATERIAL_TRANSPORT:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE::FIRST,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,含天然放射性工业废渣与建材放射性控制,FIRST,KNOWLEDGE_RADIATION,含天然放射性工业废渣与建材放射性控制,S12,S07;S10;S04;S02,profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.active;profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",涉及铀钍矿冶、含天然放射性物料、工业废渣用于建材或退役场址土壤残留控制；资料中出现铀、钍、天然放射性核素、工业废渣放射性、建材放射性限制等信息,无含天然放射性物料、无相关工业废渣利用或矿冶活动；仅普通一般固废且无放射性检测或监管要求,是否使用或产生含天然放射性物料、矿冶废物或工业废渣？；工业废渣用于建材或外售时是否有放射性检测和去向证明？；退役场址或堆场土壤残留放射性是否有调查和控制要求？,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE:FIRST,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
SHOWIF::SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE::MONTHLY,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,含天然放射性工业废渣与建材放射性控制,MONTHLY,KNOWLEDGE_RADIATION,含天然放射性工业废渣与建材放射性控制,S12,S07;S10;S04;S02,profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.active;profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.evidence_confirmed,"{""all"":[{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.active"",""operator"":""equals"",""value"":true,""source"":""approved_baseline_scenario_activation""}],""any_evidence"":[{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.evidence_confirmed"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.industry_default_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.process_trigger_recalled"",""operator"":""equals"",""value"":true},{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.permit_condition_recalled"",""operator"":""equals"",""value"":true}],""not"":[{""field"":""profile.scenarios.SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE.not_applicable_confirmed"",""operator"":""equals"",""value"":true}]}",涉及铀钍矿冶、含天然放射性物料、工业废渣用于建材或退役场址土壤残留控制；资料中出现铀、钍、天然放射性核素、工业废渣放射性、建材放射性限制等信息,无含天然放射性物料、无相关工业废渣利用或矿冶活动；仅普通一般固废且无放射性检测或监管要求,是否使用或产生含天然放射性物料、矿冶废物或工业废渣？；工业废渣用于建材或外售时是否有放射性检测和去向证明？；退役场址或堆场土壤残留放射性是否有调查和控制要求？,SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE:MONTHLY,approved scenario template + approved inspection candidate + approved score13 mapping,APPROVED_BASELINE,APPROVED_BASELINE_KNOWLEDGE,approved_baseline_export_ready,HUMAN_APPROVED_BASELINE,USER_ATTESTED_IN_CHAT_2026-05-30,v1.0-approved-baseline-knowledge
