profile_id,replacement_standard_no,obsolete_source_id,replacement_standard_title,profile_family,standard_limit_target,medium,table_or_clause_ref,source_page,source_table_index,source_row_index,pollutant_item,standard_limit_metric,metric,operator,value,unit,lower_value,lower_unit,lower_inclusive,upper_value,upper_unit,upper_inclusive,equivalent_value,equivalent_unit,limit_context,monitoring_location,raw_fragment,extraction_method,extraction_confidence,adapter_mapping_basis,human_review_status,governance_status,final_state,runtime_status,runtime_integration,candidate_only
PSLPA-V8_7-00052,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_7_numeric_constraint,7,0,2,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv,,,,,,,,,effective_dose_constraint,,c)一年中有效剂量预计可能超过5 mSv时，应进行个人监测,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00053,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,annual_intake_or_internal_dose_constraint,radiation,page_7_numeric_constraint,7,0,3,annual_intake_or_internal_dose_constraint,annual_intake_or_internal_dose_constraint,annual_intake_or_internal_dose_constraint,lte_or_threshold_context,5,mSv/a,,,,,,,,,annual_intake_or_internal_dose_constraint,,7．3．1．2铀矿地质井下作业、矿石破碎、高品位矿石模型制作及其他年摄入量可能超过年剂量限值 5 mSv／a的辐射工作人员，应进行个人内照射剂量监测和皮肤、衣服的污染监测,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00054,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_7_numeric_constraint,7,0,4,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv/a,,,,,,,,,effective_dose_constraint,,射源校准检漏的人员，在铀矿石品位大于千分之五地段从事坑探作业的人员及其他外 照射年剂量可能超过年剂量限值5 mSv／a的辐射工作人员应进行外照射个人剂量监测,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00055,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_8_numeric_constraint,8,0,1,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,1,mSv/a,,,,,,,,,effective_dose_constraint,,7．3．1．5个人内外照射剂量大于年限值1 mSv／a，但不太可能超过年剂量限值5 mSv／a的人员，可通 过工作场所氡、氡子体和T外照射的常规监测和工作时间调查进行估算，对部分有,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00056,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_8_numeric_constraint,8,0,1,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv/a,,,,,,,,,effective_dose_constraint,,7．3．1．5个人内外照射剂量大于年限值1 mSv／a，但不太可能超过年剂量限值5 mSv／a的人员，可通 过工作场所氡、氡子体和T外照射的常规监测和工作时间调查进行估算，对部分有,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00057,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_8_numeric_constraint,8,0,2,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,5,mSv/a,,,,,,,,,effective_dose_constraint,,7．3．1．6当辐射工作人员每年内、外照射剂量等于或高于年剂量限值5 mSv／a时，要查明原因，作出 相应的辐射防护评价,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00058,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,effective_dose_constraint,radiation,page_10_numeric_constraint,10,0,1,effective_dose_constraint,effective_dose_constraint,effective_dose_constraint,lte_or_threshold_context,0.25,mSv/a,,,,,,,,,effective_dose_constraint,,退役工程公众剂量约束值不超过0．25 mSv／a,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00059,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,surface_contamination_control_level,radiation_surface,page_13_numeric_constraint,13,0,2,surface_contamination_control_level,surface_contamination_control_level,surface_contamination_control_level,lte_or_threshold_context,100,cm2,,,,,,,,,surface_contamination_control_level,,注4：表面污染控制水平按一定面积上的平均值计算：皮肤、工作服等取100 cm2，设备取300 cm2，地面取 l 000 cm2,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00060,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,surface_contamination_control_level,radiation_surface,page_13_numeric_constraint,13,0,2,surface_contamination_control_level,surface_contamination_control_level,surface_contamination_control_level,lte_or_threshold_context,300,cm2,,,,,,,,,surface_contamination_control_level,,注4：表面污染控制水平按一定面积上的平均值计算：皮肤、工作服等取100 cm2，设备取300 cm2，地面取 l 000 cm2,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00061,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,surface_contamination_control_level,radiation_surface,page_13_numeric_constraint,13,0,2,surface_contamination_control_level,surface_contamination_control_level,surface_contamination_control_level,lte_or_threshold_context,000,cm2,,,,,,,,,surface_contamination_control_level,,注4：表面污染控制水平按一定面积上的平均值计算：皮肤、工作服等取100 cm2，设备取300 cm2，地面取 l 000 cm2,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00062,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,surface_contamination_control_level,radiation_surface,page_13_numeric_constraint,13,0,3,surface_contamination_control_level,surface_contamination_control_level,surface_contamination_control_level,lte_or_threshold_context,0.3,MeV,,,,,,,,,surface_contamination_control_level,,注5：8粒子最大能量小于0．3MeV，放射性物质表面污染控制水平为表中所列数值的5倍,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00063,GB 15848-2009,PDS-V8_0-0215,铀矿地质勘查辐射防护和环境保护规定,RADIATION_NUMERIC_CONSTRAINT,surface_contamination_control_level,radiation_surface,page_13_numeric_constraint,13,0,3,surface_contamination_control_level,surface_contamination_control_level,surface_contamination_control_level,lte_or_threshold_context,5,倍,,,,,,,,,surface_contamination_control_level,,注5：8粒子最大能量小于0．3MeV，放射性物质表面污染控制水平为表中所列数值的5倍,text_numeric_constraint_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00064,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,nonradioactive_pollutant_discharge_requirement,radiation,非放射性污染物,7,0,11,waste_gas_concentration;discharge_concentration;discharge_amount;waste_liquid_characteristic_pollutant_concentration,nonradioactive_pollutant_discharge_requirement,nonradioactive_pollutant_discharge_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,非放射性污染物的排放控制，应当执行相应的国家或地方污染物排放标准。 5.3 环境影响评价范围 5.3.1 辐射环境 5.3.1.1 地面环境的辐射环境影响评价范围一般是指以处置设施为中心，半径为5 km 的区域。如5 km 范围内没有环境保护目标，或者处置设施没有气、液态流出物排放，则仅需评价处置设施场址边界处公,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00065,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,nonradioactive_pollutant_discharge_requirement,radiation,非放射性污染物,8,0,32,waste_gas_concentration;discharge_concentration;discharge_amount;waste_liquid_characteristic_pollutant_concentration,nonradioactive_pollutant_discharge_requirement,nonradioactive_pollutant_discharge_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,5.5.3.4 非放射性环境现状调查与评价工作，应根据处置设施运行期间所排放的主要非放射性污染物情 况，依照4.1.5 开展。 6 环境影响报告书的格式与内容 放射性固体废物近地表处置环境影响报告书的格式与内容见附录A。,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00066,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,waste_package_radioactivity_profile_requirement,radiation,废物包表面剂量率水平,13,0,29,nuclide_composition;activity_concentration;total_activity;surface_dose_rate;surface_contamination_level,waste_package_radioactivity_profile_requirement,waste_package_radioactivity_profile_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,成、活度浓度、总活度、废物包表面剂量率水平、废物包表面污染水平等。 详细说明处置废物的接收准则。 提供接收处置各类废物的主要核素组成与对应的最大活度浓度数据。 提供处置设施运行期内的废物处置量与年度处置需求估算。 A.3.2.2 关闭阶段要求,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00067,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,pollutant_concentration_and_generation_amount_requirement,radiation,A.3.7.1,15,0,3,pollutant_concentration;generation_amount,pollutant_concentration_and_generation_amount_requirement,pollutant_concentration_and_generation_amount_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,A.3.7.1 一般要 对运行期处置系统实际演化状况进行分析与评价。基于处置设施场址特性、处置设施现状，对评价 时间尺度内处置系统的性能演化进行预测与分析，给出论证结论。 A.3.7 三废的产生与处理 求,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00068,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,effluent_discharge_inventory_requirement,radiation,流出物排放清单,15,0,19,nuclide_type;discharge_concentration;radioactivity_level;executed_standard,effluent_discharge_inventory_requirement,effluent_discharge_inventory_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,如果处置设施有气、液态流出物排放，应给出流出物排放清单，明确流出物排放的管理要求，包括 拟采取的环境保护措施及主要运行参数，排放的流出物中核素种类、排放浓度、放射性水平，执行的排 放标准，以及环境风险防范措施等。 说明运行期各类固体废物的来源、收集、贮存、处理及处置方案。列表给出固体废物的种类、数量 （体积）、活度浓度（表面污染水平）及处理处置方式。,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00069,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,nonradioactive_pollutant_discharge_requirement,radiation,非放射性污染物,15,0,24,waste_gas_concentration;discharge_concentration;discharge_amount;waste_liquid_characteristic_pollutant_concentration,nonradioactive_pollutant_discharge_requirement,nonradioactive_pollutant_discharge_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,A.3.7.3 非放射性污染物 若涉及非放射性污染物排放，应描述各类非放射性污染物的产生环节、产生方式和治理措施。应给 出非放射性废气的产生环节、产生浓度、废气处理方式、排放浓度和排放量，以及排放源特征。给出非 放射性废液的产生环节、废液中特征污染物浓度、处理方式、排放浓度及排放量。给出非放射性固体废 物的年产生情况及最终去向。,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00070,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,nonradioactive_pollutant_discharge_requirement,radiation,非放射性污染物,17,0,36,waste_gas_concentration;discharge_concentration;discharge_amount;waste_liquid_characteristic_pollutant_concentration,nonradioactive_pollutant_discharge_requirement,nonradioactive_pollutant_discharge_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,A.5.3.3 非放射性污染物环境影响 依据HJ 2.2、HJ 2.3、HJ 2.4、HJ 19、HJ 610 等相关导则，分析运行期非放射性污染物排放的环境 影响，明确预测模型、方法、参数选取的依据和来源，分析其适用性。,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00071,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,nuclide_annual_concentration_and_dose_requirement,radiation,核素年均浓度,17,0,28,nuclide_annual_concentration;personal_effective_dose,nuclide_annual_concentration_and_dose_requirement,nuclide_annual_concentration_and_dose_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,来源，分析其适用性。列表给出各子区的空气中核素年均浓度、各年龄组个人有效剂量。 液态流出物途径剂量估算应给出相应的估算模式和参数，明确预测模型、方法、参数选取的依据和 来源，分析其适用性。列表给出排放口下游不同距离的受纳水体中预测点处核素年均浓度，相关子区各 年龄组个人有效剂量。预测点的设置应根据受纳水体和项目特点确定。 列表给出不同年龄组各子区不同照射途径叠加的公众个人有效剂量。给出最大个人有效剂量出现,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00072,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,public_effective_dose_estimation_requirement,radiation,公众个人有效剂量,17,0,32,public_effective_dose,public_effective_dose_estimation_requirement,public_effective_dose_estimation_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,列表给出不同年龄组各子区不同照射途径叠加的公众个人有效剂量。给出最大个人有效剂量出现 位置各核素、各照射途径所致不同年龄组的剂量及其贡献份额，明确关键人群组、关键核素和关键照 射途径。 如果处置设施运行期没有气、液态流出物排放，则仅需进行简要的辐射环境影响分析。 A.5.3.3 非放射性污染物环境影响,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00073,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,public_effective_dose_estimation_requirement,radiation,公众个人有效剂量,19,0,2,public_effective_dose,public_effective_dose_estimation_requirement,public_effective_dose_estimation_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,给出公众个人有效剂量估算结果。 给出各评价景象的不同照射途径叠加的公众年最大个人有效剂量，各核素、各照射途径所致的剂量 及其贡献份额 A.5.5.4 剂量评价 。,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
PSLPA-V8_7-00074,HJ 5.2-2026,PDS-V8_0-0206,环境影响评价技术导则 放射性固体废物近地表处置环境影响报告书的格式与内容,STANDARD_LIMIT_FIELD_REQUIREMENT,nonradioactive_pollutant_discharge_requirement,radiation,非放射性污染物,20,0,15,waste_gas_concentration;discharge_concentration;discharge_amount;waste_liquid_characteristic_pollutant_concentration,nonradioactive_pollutant_discharge_requirement,nonradioactive_pollutant_discharge_requirement,required_field_present,,,,,,,,,,,EIA_REPORT_FORMAT_AND_CONTENT_REQUIREMENT,,各阶段如涉及非放射性污染物排放的，应根据非放射性污染物排放管理的相关要求，提供相应的环 境监测方案。 A.6.3 监测的质量保证 从机构设置、人员资格、仪器的校准与检定、管理制度和实验室质控措施等方面说明监测的质量保 证措施。,text_requirement_standard_limit_adapter,MEDIUM,reuses permit_threshold_predicate_governance fieldset: metric/operator/value/unit/lower/upper/equivalent/raw_fragment/source_page/governance_status,APPROVED_BY_CANDY_FOR_STANDARD_LIMIT_PROFILE_ADAPTER,STANDARD_LIMIT_PROFILE_ADAPTER_APPROVED_FOR_RUNTIME_IMPORT_CONTRACT,APPROVED_STANDARD_LIMIT_PROFILE_ADAPTER,APPROVED_FOR_IMPORT_PENDING_TESTS,approved_standard_limit_profile_import_contract,TRUE
