catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,predicate_type,metric,operator,value,unit,lower_value,lower_unit,lower_inclusive,upper_value,upper_unit,upper_inclusive,equivalent_value,equivalent_unit,metric_source_keyword,metric_inference,raw_fragment,raw_condition,governance_status,review_question,source_basis,confidence,runtime_status,source_page
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,KEY,threshold,annual_output,gte,2500000,piece_per_year,,,,,,,,,年产,DIRECT_PREFIX,日用陶瓷制品制造3074（年产250万件及以上,建筑陶瓷制品制造3071（以煤、石油 焦、油和发生炉煤气为燃料的），卫 生陶瓷制品制造3072（年产150 万件 及以上的），日用陶瓷制品制造3074 （年产250 万件及以上的）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,threshold,annual_output,lt,1500000,piece_per_year,,,,,,,,,年产,DIRECT_PREFIX,卫生陶瓷制品制造3072（年产150万件以下,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,13
68,二十五、非金属矿物制品业30,陶瓷制品制造307,307,REGISTRATION,threshold,annual_output,lt,2500000,piece_per_year,,,,,,,,,年产,DIRECT_PREFIX,日用陶瓷制品制造3074（年产250万件以下,建筑陶瓷制品制造3071（除重点管理、 简化管理以外的），卫生陶瓷制品制造 3072（年产150 万件以下的），日用陶 瓷制品制造 3074（年产 250 万件以下 的），特种陶瓷制品制造3073，陈设艺 术陶瓷制造3075，园艺陶瓷制造3076， 其他陶瓷制品制造3079,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,13
73,二十六、黑色金属冶炼和压延加工业31,钢压延加工313,313,KEY,threshold,annual_output,gte,500000,ton_per_year,,,,,,,,,年产,DIRECT_PREFIX,年产50万吨及以上,年产50 万吨及以上的冷轧,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,13
73,二十六、黑色金属冶炼和压延加工业31,钢压延加工313,313,SIMPLIFIED,threshold,annual_output,lt,500000,ton_per_year,,,,,,,,,年产,DIRECT_PREFIX,热轧及年产50万吨以下,热轧及年产50 万吨以下的冷轧,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,13
78,二十七、有色金属冶炼和压延加工业32,有色金属合金制造324,324,KEY,threshold,annual_output,gte,20000,ton_per_year,,,,,,,,,年产,DIRECT_PREFIX,年产2万吨及以上,铅基合金制造，年产2 万吨及以上的 其他有色金属合金制造,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
81,二十八、金属制品业33,金属表面处理及热处理加工336,336,SIMPLIFIED,threshold,annual_material_use,gte,10,ton_per_year,,,,,,,,,年使用,DIRECT_PREFIX,年使用10吨及以上,除重点管理以外的有酸洗、抛光（电 解抛光和化学抛光）、热浸镀（溶剂 法）、淬火或者无铬钝化等工序的、 年使用10 吨及以上有机溶剂的,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
85,三十一、汽车制造业36,"汽车整车制造361，汽车用发动机制造
362，改装汽车制造363，低速汽车制
造364，电车制造365，汽车车身、挂
车制造366，汽车零部件及配件制造
367",361;362;363;364;365;366;367,SIMPLIFIED,threshold,annual_material_use,gte,10,ton_per_year,,,,,,,,,年使用,DIRECT_PREFIX,除重点管理以外的年使用10吨及以上,除重点管理以外的汽车整车制造 361，除重点管理以外的年使用10 吨 及以上溶剂型涂料或者胶粘剂（含稀 释剂、固化剂、清洗溶剂）的汽车用 发动机制造362、改装汽车制造363、 低速汽车制造364、电车制造365、 汽车车身、挂车制造366、汽车零部 件及配件制造367,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,16
86,三十二、铁路、船舶、航空航天和其他运输设备制造37,"铁路运输设备制造371，城市轨道交通
设备制造372，船舶及相关装置制造
373，航空、航天器及设备制造374，
摩托车制造375，自行车和残疾人座车
制造376，助动车制造377，非公路休
闲车及零配件制造378，潜水救捞及其
他未列明运输设备制造379",371;372;373;374;375;376;377;378;379,SIMPLIFIED,threshold,annual_material_use,gte,10,ton_per_year,,,,,,,,,年使用,DIRECT_PREFIX,除重点管理以外的年使用10吨及以上,除重点管理以外的年使用10 吨及以 上溶剂型涂料或者胶粘剂（含稀释 剂、固化剂、清洗溶剂）的,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,16
89,三十四、计算机、通信和其他电子设备制造业39,"计算机制造391，电子器件制造397，
电子元件及电子专用材料制造398，其
他电子设备制造399",391;397;398;399,SIMPLIFIED,threshold,annual_material_use,gte,10,ton_per_year,,,,,,,,,年使用,DIRECT_PREFIX,除重点管理以外的年使用10吨及以上,除重点管理以外的年使用10 吨及以 上溶剂型涂料（含稀释剂）的,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,17
96,三十九、电力、热力生产和供应业44,热力生产和供应443,443,KEY,threshold,boiler_capacity_single_or_total,gte,20,ton_per_hour,,,,,,,14,megawatt,单台或者合计出力,DIRECT_PREFIX,单台或者合计出力20吨/小时（14兆瓦）及以上,单台或者合计出力20 吨/小时（14 兆瓦）及以上的锅炉（不含电热锅炉）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
96,三十九、电力、热力生产和供应业44,热力生产和供应443,443,SIMPLIFIED,threshold,boiler_capacity_single_and_total,lt,20,ton_per_hour,,,,,,,14,megawatt,单台且合计出力,DIRECT_PREFIX,单台且合计出力20吨/小时（14兆瓦）以下,单台且合计出力20 吨/小时（14 兆 瓦）以下的锅炉（不含电热锅炉和单 台且合计出力1 吨/小时（0.7 兆瓦） 及以下的天然气锅炉）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
96,三十九、电力、热力生产和供应业44,热力生产和供应443,443,SIMPLIFIED,threshold,boiler_capacity_single_and_total,lte,1,ton_per_hour,,,,,,,0.7,megawatt,单台且合计出力,DIRECT_PREFIX,的锅炉（不含电热锅炉和单台且合计出力1吨/小时（0.7兆瓦）及以下,单台且合计出力20 吨/小时（14 兆 瓦）以下的锅炉（不含电热锅炉和单 台且合计出力1 吨/小时（0.7 兆瓦） 及以下的天然气锅炉）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
96,三十九、电力、热力生产和供应业44,热力生产和供应443,443,REGISTRATION,threshold,boiler_capacity_single_and_total,lte,1,ton_per_hour,,,,,,,0.7,megawatt,单台且合计出力,DIRECT_PREFIX,单台且合计出力1吨/小时（0.7兆瓦）及以下,单台且合计出力1 吨/小时（0.7 兆瓦） 及以下的天然气锅炉,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
99,四十一、水的生产和供应业46,污水处理及其再生利用462,462,KEY,threshold,daily_treatment_capacity,gte,20000,ton,,,,,,,,,日处理能力,DIRECT_PREFIX,日处理能力2万吨及以上,工业废水集中处理场所，日处理能力 2 万吨及以上的城乡污水集中处理场 所,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
99,四十一、水的生产和供应业46,污水处理及其再生利用462,462,SIMPLIFIED,threshold_range,daily_treatment_capacity,gte_and_lt,,,500,ton_per_day,True,20000,ton,False,,,日处理能力,DIRECT_PREFIX,日处理能力500吨及以上2万吨以下,日处理能力500 吨及以上2 万吨以下 的城乡污水集中处理场所,DRAFT_RANGE_PREDICATE_NEED_BOUNDARY_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
99,四十一、水的生产和供应业46,污水处理及其再生利用462,462,REGISTRATION,threshold,daily_treatment_capacity,lt,500,ton_per_day,,,,,,,,,日处理能力,DIRECT_PREFIX,日处理能力500吨以下,日处理能力500吨以下的城乡污水集中 处理场所,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
101,四十三、水上运输业55,水上运输辅助活动553,553,SIMPLIFIED,threshold,single_berth_tonnage,gte,1000,tonnage_class,,,,,,,,,单个泊位,DIRECT_PREFIX,单个泊位1000吨级及以上,单个泊位1000 吨级及以上的内河、 单个泊位1 万吨级及以上的沿海专业 化干散货码头（煤炭、矿石）、通用 散货码头,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
101,四十三、水上运输业55,水上运输辅助活动553,553,SIMPLIFIED,threshold,single_berth_tonnage,gte,10000,tonnage_class,,,,,,,,,单个泊位,DIRECT_PREFIX,单个泊位1万吨级及以上,单个泊位1000 吨级及以上的内河、 单个泊位1 万吨级及以上的沿海专业 化干散货码头（煤炭、矿石）、通用 散货码头,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,18
102,四十四、装卸搬运和仓储业59,危险品仓储594,594,KEY,threshold,storage_total_capacity,gte,100000,cubic_meter,,,,,,,,,总容量,DIRECT_PREFIX,总容量10万立方米及以上,总容量10 万立方米及以上的油库（含 油品码头后方配套油库，不含储备油 库）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
102,四十四、装卸搬运和仓储业59,危险品仓储594,594,SIMPLIFIED,threshold_range,storage_total_capacity,gte_and_lt,,,10000,cubic_meter,True,100000,cubic_meter,False,,,总容量,DIRECT_PREFIX,总容量1万立方米及以上10万立方米以下,总容量1 万立方米及以上10 万立方 米以下的油库（含油品码头后方配套 油库，不含储备油库）,DRAFT_RANGE_PREDICATE_NEED_BOUNDARY_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,SIMPLIFIED,threshold,daily_treatment_capacity,gte,50,ton_per_day,,,,,,,,,日处理能力,DIRECT_PREFIX,日处理能力50吨及以上,生活垃圾（含餐厨废弃物）、生活污 水处理污泥集中处理（除焚烧、填埋 以外的），日处理能力50 吨及以上 的城镇粪便集中处理，日转运能力 150 吨及以上的垃圾转运站,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,SIMPLIFIED,threshold,daily_transfer_capacity,gte,150,ton_per_day,,,,,,,,,日转运能力,DIRECT_PREFIX,日转运能力150吨及以上,生活垃圾（含餐厨废弃物）、生活污 水处理污泥集中处理（除焚烧、填埋 以外的），日处理能力50 吨及以上 的城镇粪便集中处理，日转运能力 150 吨及以上的垃圾转运站,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,REGISTRATION,threshold,daily_treatment_capacity,lt,50,ton_per_day,,,,,,,,,日处理能力,DIRECT_PREFIX,日处理能力50吨以下,日处理能力50 吨以下的城镇粪便集中 处理，日转运能力150 吨以下的垃圾转 运站,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
104,四十六、公共设施管理业78,环境卫生管理782,782,REGISTRATION,threshold,daily_transfer_capacity,lt,150,ton_per_day,,,,,,,,,日转运能力,DIRECT_PREFIX,日转运能力150吨以下,日处理能力50 吨以下的城镇粪便集中 处理，日转运能力150 吨以下的垃圾转 运站,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
106,四十八、机动车、电子产品和日用品修理业81,汽车、摩托车等修理与维护811,811,SIMPLIFIED,threshold,business_area,gte,5000,square_meter,,,,,,,,,营业面积,DIRECT_PREFIX,营业面积5000平方米及以上,营业面积5000 平方米及以上且有涂 装工序的,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,19
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,KEY,threshold,bed_count,gte,500,bed,,,,,,,,,床位,DIRECT_PREFIX,床位500张及以上,床位500 张及以上的（不含专科医院 8415 中的精神病、康复和运动康复医 院以及疗养院8416）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,threshold_range,bed_count,gte_and_lt,,,100,bed,True,500,bed,False,,,床位,DIRECT_PREFIX,床位100张及以上500张以下,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,DRAFT_RANGE_PREDICATE_NEED_BOUNDARY_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,threshold,bed_count,lt,100,bed,,,,,,,,,床位,DIRECT_PREFIX,床位100张以下,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
109,五十一、通用工序,锅炉,,SIMPLIFIED,threshold,boiler_capacity_single_or_total,gte,20,ton_per_hour,,,,,,,14,megawatt,单台或者合计出力,DIRECT_PREFIX,单台或者合计出力20吨/小时（14兆瓦）及以上,除纳入重点排污单位名录的，单台或 者合计出力20 吨/小时（14 兆瓦）及 以上的锅炉（不含电热锅炉）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
109,五十一、通用工序,锅炉,,REGISTRATION,threshold,boiler_capacity_single_and_total,lt,20,ton_per_hour,,,,,,,14,megawatt,单台且合计出力,DIRECT_PREFIX,单台且合计出力20吨/小时（14兆瓦）以下,除纳入重点排污单位名录的，单台且合 计出力20 吨/小时（14 兆瓦）以下的锅 炉（不含电热锅炉）,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
111,五十一、通用工序,表面处理,,SIMPLIFIED,threshold,annual_material_use,gte,10,ton_per_year,,,,,,,,,年使用,DIRECT_PREFIX,年使用10吨及以上,除纳入重点排污单位名录的，有电镀 工序、酸洗、抛光（电解抛光和化学 抛光）、热浸镀（溶剂法）、淬火或 者钝化等工序的、年使用10 吨及以 上有机溶剂的,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
112,五十一、通用工序,水处理,,SIMPLIFIED,threshold,daily_treatment_capacity,gte,20000,ton,,,,,,,,,日处理能力,DIRECT_PREFIX,日处理能力2万吨及以上,除纳入重点排污单位名录的，日处理 能力2 万吨及以上的水处理设施,DRAFT_THRESHOLD_PREDICATE_NEED_SOURCE_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
112,五十一、通用工序,水处理,,REGISTRATION,threshold_range,daily_treatment_capacity,gte_and_lt,,,500,ton_per_day,True,20000,ton,False,,,日处理能力,DIRECT_PREFIX,日处理能力500吨及以上2万吨以下,除纳入重点排污单位名录的，日处理 能力 500 吨及以上 2 万吨以下的水处 理设施,DRAFT_RANGE_PREDICATE_NEED_BOUNDARY_CONFIRM,请用名录原文、企业证照/许可或产能证明确认该阈值指标、单位、边界是否准确。,permit_management_catalog_table_cells.csv -> permit_condition_normalization_draft.csv,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
