source_id,domain,source_type,file_path,file_name,applicable_scenario_ids,extraction_status,source_basis,confidence,runtime_status,final_state,runtime_integration
SRC18_001,noise,PDF_REGULATION_OR_STANDARD,reference_sources/noise/中华人民共和国噪声污染防治法.pdf,中华人民共和国噪声污染防治法.pdf,SCN_NOISE_SOURCE_BOUNDARY_CONTROL;SCN_SOCIAL_LIFE_NOISE_SOURCE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_002,noise,PDF_REGULATION_OR_STANDARD,reference_sources/noise/工业企业厂界环境噪声排放标准(GB 12348-2008).pdf,工业企业厂界环境噪声排放标准(GB 12348-2008).pdf,SCN_NOISE_SOURCE_BOUNDARY_CONTROL;SCN_SOCIAL_LIFE_NOISE_SOURCE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_003,noise,PDF_REGULATION_OR_STANDARD,reference_sources/noise/排污许可证申请与核发技术规范工业噪声(HJ 1301-2023).pdf,排污许可证申请与核发技术规范工业噪声(HJ 1301-2023).pdf,SCN_NOISE_SOURCE_BOUNDARY_CONTROL;SCN_SOCIAL_LIFE_NOISE_SOURCE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_004,noise,PDF_REGULATION_OR_STANDARD,reference_sources/noise/社会生活环境噪声排放标准(GB 22337-2008).pdf,社会生活环境噪声排放标准(GB 22337-2008).pdf,SCN_NOISE_SOURCE_BOUNDARY_CONTROL;SCN_SOCIAL_LIFE_NOISE_SOURCE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_005,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/中华人民共和国放射性污染防治法.pdf,中华人民共和国放射性污染防治法.pdf,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_006,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性固体废物包安全标准(GB 12711-2018代替GB 12711-1991).pdf,低、中水平放射性固体废物包安全标准(GB 12711-2018代替GB 12711-1991).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_007,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性固体废物近地表处置安全规定(GB 9132-2018代替GB 9132 - 1988 GB 16933-1997).pdf,低、中水平放射性固体废物近地表处置安全规定(GB 9132-2018代替GB 9132 - 1988 GB 16933-1997).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_008,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物固化体性能要求-水泥固化体(GB 14569.1-2011).pdf,低、中水平放射性废物固化体性能要求-水泥固化体(GB 14569.1-2011).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_009,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物近地表处置设施的选址.pdf,低、中水平放射性废物近地表处置设施的选址.pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_010,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物高完整性容器-一交联高密度聚乙烯容器(GB36900.3-2018).pdf,低、中水平放射性废物高完整性容器-一交联高密度聚乙烯容器(GB36900.3-2018).pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_011,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物高完整性容器一一混凝土容器(GB36900.2-2018).pdf,低、中水平放射性废物高完整性容器一一混凝土容器(GB36900.2-2018).pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_012,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低、中水平放射性废物高完整性容器一一球墨铸铁容器(GB36900.1-2018).pdf,低、中水平放射性废物高完整性容器一一球墨铸铁容器(GB36900.1-2018).pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_013,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低中水平放射性固体废物的岩洞处置规定(GB 13600-92).pdf,低中水平放射性固体废物的岩洞处置规定(GB 13600-92).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_014,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/低水平放射性废物包特性鉴定一水泥固化体(GB 41930-2022).pdf,低水平放射性废物包特性鉴定一水泥固化体(GB 41930-2022).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_015,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/废放射源近地表处置安全要求(HJ 1336-2023).pdf,废放射源近地表处置安全要求(HJ 1336-2023).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_016,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/建筑材料用工业废渣放射性物质限制标准(GB 6763-86).pdf,建筑材料用工业废渣放射性物质限制标准(GB 6763-86).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_017,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性同位素与射线装置安全和防护条例.pdf,放射性同位素与射线装置安全和防护条例.pdf,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_018,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性同位素与射线装置安全和防护管理办法.pdf,放射性同位素与射线装置安全和防护管理办法.pdf,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_019,radiation_device_source,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性同位素与射线装置安全许可管理办法.pdf,放射性同位素与射线装置安全许可管理办法.pdf,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_SOURCE_SECURITY,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_020,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性固体废物岩洞处置安全规定(GB 13600-2024代替GB 13600-92).pdf,放射性固体废物岩洞处置安全规定(GB 13600-2024代替GB 13600-92).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_021,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性固体废物贮存和处置许可管理办法.pdf,放射性固体废物贮存和处置许可管理办法.pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_022,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性废物安全监督管理规定.pdf,放射性废物安全监督管理规定.pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_023,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性废物安全管理条例.pdf,放射性废物安全管理条例.pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_024,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性废物管理规定(GB 14500-93).pdf,放射性废物管理规定(GB 14500-93).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_025,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品安全运输规程(GB 11806-2019代替GB11806-2004).pdf,放射性物品安全运输规程(GB 11806-2019代替GB11806-2004).pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_026,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输安全监督管理办法.pdf,放射性物品运输安全监督管理办法.pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_027,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输安全管理条例.pdf,放射性物品运输安全管理条例.pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_028,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输安全许可管理办法.pdf,放射性物品运输安全许可管理办法.pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_029,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输容器提升装置和栓系装置安全要求(HJ 1385-2024).pdf,放射性物品运输容器提升装置和栓系装置安全要求(HJ 1385-2024).pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_030,radiation_transport,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/放射性物品运输容器防脆性断裂的安全设计指南(HJ 1201-2021).pdf,放射性物品运输容器防脆性断裂的安全设计指南(HJ 1201-2021).pdf,SCN_RADIOACTIVE_MATERIAL_TRANSPORT,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_031,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核技术利用放射性废物库运行管理技术规范(HJ 1417-2025).pdf,核技术利用放射性废物库运行管理技术规范(HJ 1417-2025).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_032,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核技术利用放射性废物库选址、设计与建造技术规范(HJ 1258--2022).pdf,核技术利用放射性废物库选址、设计与建造技术规范(HJ 1258--2022).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_033,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核技术利用放射性废物库选址、设计与建造技术规范(HJ1258--2022).pdf,核技术利用放射性废物库选址、设计与建造技术规范(HJ1258--2022).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_034,radiation,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核燃料循环放射性流出物归一化排放量管理限值(GB 13695-92).pdf,核燃料循环放射性流出物归一化排放量管理限值(GB 13695-92).pdf,SCN_RADIATION_DEVICE_SOURCE_SAFETY;SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_035,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核设施环境保护管理导则放射性固体废物浅地层处置环境影响报告书的格式与内容.pdf,核设施环境保护管理导则放射性固体废物浅地层处置环境影响报告书的格式与内容.pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_036,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/核设施退役场址土壤中残留放射性可接受水平(GB 45437-2025).pdf,核设施退役场址土壤中残留放射性可接受水平(GB 45437-2025).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
SRC18_037,radioactive_waste,PDF_REGULATION_OR_STANDARD,reference_sources/radiation/铀、钍矿冶放射性废物安全管理技术规定(GB 14585-93).pdf,铀、钍矿冶放射性废物安全管理技术规定(GB 14585-93).pdf,SCN_RADIOACTIVE_WASTE_STORAGE_TRANSFER_DISPOSAL;SCN_RADIOACTIVE_SOURCE_SECURITY;SCN_NORM_RADIOACTIVITY_IN_INDUSTRIAL_RESIDUE,INDEXED_NOT_EXTRACTED,用户新增噪声和辐射/放射法规标准资料目录，v1.8先做可审计索引和场景承接，不做条文级自动确认。,MEDIUM,DRAFT_NOT_FOR_RUNTIME,NOT_FOR_RUNTIME_CANDIDATE_KB_ONLY,disabled
